N,P,K,temperature,humidity,ph,rainfall,label
101.8283024785266,43.86551233788183,41.0127236463968,26.554615192747768,83.04199089472978,6.5568690017081295,249.2773872522146,rice
93.76009536255702,48.897684893358196,44.22244558394115,23.619524735575474,84.00177904647524,6.451416620943629,229.6043000275983,rice
104.50270717483875,43.93120808681572,40.27175472070524,25.77744521232837,85.59234761231441,6.0881169475109225,262.9400499049423,rice
105.64338829834729,47.21254670540126,41.93181637983057,24.704327299189394,82.49596001082735,5.911936722390799,228.70342434413544,rice
88.29378886807699,42.19914695997037,33.84948369690693,24.944808088754037,84.82897650211689,5.582981011485629,228.54092490415977,rice
92.18692295882609,44.38368732639711,39.85384479420965,24.052391340366444,82.82211108061578,6.127713510715157,249.74036899448157,rice
100.76704241900372,42.14993383526826,37.47030918912139,24.69898944487971,83.20026747331326,6.794593377755666,253.73267668206486,rice
98.1025444459385,43.982900772298315,36.34356081872912,26.170040135229062,85.61527355716139,6.347848961079321,248.06578855085166,rice
99.89919305497426,47.52092441237219,37.36554289921375,25.524389717788935,78.41769605381191,6.124096235638865,209.65924828707344,rice
94.88173643455852,39.818038730422955,38.997629677897564,26.55908044486895,80.19399556340936,6.354643047137569,249.6846199187085,rice
105.27638784917697,46.303270930637574,42.74770762706804,26.059670700079923,79.7204272365208,5.898784370576251,221.3824550698608,rice
104.66675161257369,45.71320680699684,36.02082184678131,25.39517801103662,77.54927889438682,6.183102243393032,244.23497000858873,rice
100.39618418536729,43.217550132909615,40.09189447778325,26.56954107355101,81.7704256776043,6.272382431428541,214.37278016281692,rice
106.7634472418082,40.66182643683464,38.54749169999926,25.39509384286447,85.41105644430574,6.230627353340264,248.03379865577514,rice
102.80505605351227,45.21638852314161,39.01698071691412,25.745189359117354,82.77354563072443,6.427931377380268,225.4812197224673,rice
94.84424522270056,43.41152187280859,43.00827347591381,24.733086141818763,84.00436470895173,6.327545175903111,216.9125762953106,rice
102.21250470449499,45.69802863406411,41.61434631101178,25.059891234273284,86.27750461661252,6.400373354074299,252.8487624566832,rice
94.246704395026,45.065556436570326,44.012194322328234,24.37231855902975,86.88559963728261,6.095116236498079,244.34960139018153,rice
105.27070180784364,49.80533667396275,39.5364829622503,25.890625541135368,83.32369826644835,6.452008466892373,228.94841757492784,rice
99.70044453408248,44.28193311758093,37.91217216498789,23.93952673919662,86.95164401840196,6.616510813215398,266.1212192823792,rice
98.89082581872843,41.92950752213441,39.328423549358504,25.704115308175894,83.73492297900698,6.031716358078432,232.06825641174464,rice
95.91442273357634,45.53782690486895,40.727490373813666,24.828414048245357,81.36463452923998,6.050268477464224,240.57793813147683,rice
107.33524803204418,45.659990051915294,40.52972007536113,26.054122384120586,81.98427910189322,6.550551475672052,244.84044205821482,rice
99.07282310758718,49.07756272572131,36.7468357832999,25.675782089858135,79.72463189295921,6.206947602993611,228.84601318568497,rice
97.43003306702136,47.50533373774373,40.27146934488362,26.63858154188212,81.23525867297919,6.565859813214975,248.48045328119872,rice
97.88719869707062,46.07061317744853,40.68468499041671,25.65769722202478,82.58705744541021,6.150429464824259,230.39785775103496,rice
103.1938551133201,49.38990867365869,47.55242211260176,23.585163769912082,85.54914179941544,6.57738525466091,232.59051020010824,rice
102.19266438618448,41.43371083703145,45.63053383384501,24.93974214439162,87.88796306947326,6.279584308781227,264.5275675164601,rice
102.47639566957594,43.080745401750754,37.44026994832354,23.945193526664667,79.97543713578855,6.308101485247606,221.2694510547762,rice
102.5849260180473,42.22027217578343,39.13784991535247,24.53354814187035,84.50171004406279,6.602061554875728,196.56995404326918,rice
112.84988560522277,43.830570590532695,35.60967399448899,26.36010558994905,80.84661295514829,6.168601642575061,268.9968659102141,rice
97.5615099016923,40.869941557331074,38.22787895810954,25.573780429807925,84.71047757558117,6.038247528416885,285.8879031469261,rice
96.92654362557077,46.90545284044321,40.94681501077102,24.37096261427913,83.1657290407463,6.149073053193621,232.705153221912,rice
95.11736363051273,44.33333190870368,43.6175608626647,24.08765437020364,78.8311901440888,6.351775138894706,205.13691526883667,rice
103.69587653545297,40.587581116492025,37.81274848676917,25.029503883588635,85.86715732849963,5.897704208759384,234.411288428473,rice
106.77383375632535,41.95326275637738,38.03756067979661,23.905095865556984,81.95724818233774,6.3934309530965026,234.84798690286794,rice
99.31631525407074,45.94054154235059,33.55813291078404,24.395973750343078,82.13855439214744,6.128776453536008,236.58137086159937,rice
94.95906113822483,47.51437970368314,39.51200223836528,25.280808524396118,80.77213135121129,6.5082578486650515,219.95901524540673,rice
95.05311270585256,50.99019267507536,36.81275676442131,26.039780832496028,81.83157764444674,5.711291431397394,250.4321005645766,rice
103.90355672694821,53.74158739802199,38.41168171790178,25.547885325001996,84.59112062377204,6.0730227006015625,249.44113275514954,rice
104.45952502722065,46.24322829982799,37.36941766549724,22.93783944226171,83.01742693061216,5.870544665972327,213.10069884325247,rice
103.25892560983117,42.03138563990441,39.71721233724233,25.273930056127234,84.33808810582033,6.064098370068111,252.58554117050798,rice
96.00694175626784,38.60386115780607,34.726814825930106,25.06483021590932,84.42290072751855,6.305724827749512,276.94832967502606,rice
101.39296793840032,45.803134387031506,35.598864263827025,25.372501256835424,86.86768722159682,6.209674009273805,243.0952859838671,rice
100.70011485484437,42.56117671406902,46.38774133608489,26.454588713486086,82.62589531529584,6.192990046986696,233.92814708276688,rice
101.31213158037407,43.753928219460946,36.137732256177905,23.143085550875732,79.73401256704338,6.2141834039394865,237.4439421406646,rice
105.22857266768914,43.163709602820575,36.70964326463608,24.468006917328005,86.22141716225856,6.295762354139487,251.0746218054341,rice
101.34157329264809,44.577627340750844,45.51074058496394,25.53181569051402,82.654705161152,6.023079390562801,208.84791110087008,rice
104.07348137843137,48.197940692362934,48.71520150772122,23.576565040491452,86.34221073367232,6.409041169202286,242.95903265359144,rice
100.40547441693334,45.47114570233603,36.48530011352398,26.32835414324816,84.4776116386153,6.399099843336733,232.97164890966943,rice
101.7347163921399,44.52409548888394,38.89525312963591,25.331520951430594,83.16559929798147,6.336633535972623,273.2608502332088,rice
